what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1563128645256
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1563128661319
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1563128661909
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1563128679841
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563128751153
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563128754470
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563128754485
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563128754495
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563128754647
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563129308368
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1563129317426
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563129321374
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563129342433
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1563129349873
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1563129366729
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1563129374764
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1563129377924
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1563129378123
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1563129384658
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563129388303
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563129391570
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563129648610
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563129651634
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563129777056
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563129779946
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563129784156
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563129785196
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563129785835
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563129786638
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563129791554
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563129796392
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563129819772
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563129861369
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563129870410
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563129871535
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563129872240
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563130089820
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563130091383
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563130093648
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563130098356
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563130103560
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563130286265
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563130287793
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563130459615
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563130471607
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563130481275
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563130484234
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563130486067
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563130489936
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563130499762
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563130510235
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563130512901
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563130606721
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1563130611668
